"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"DZ21A","Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",5,5,"Yes","100%",0,514,0,0,504,187,504
"DZ21B","Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation, with Major CC",30,30,"Yes","30%",0,3184,0,0,3184,187,955
"DZ21C","Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation, with Intermediate CC",21,21,"Yes","30%",0,2413,0,0,2413,187,724
"DZ21D","Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation, without CC",26,26,"Yes","30%",0,1242,0,0,1555,187,467
"DZ21E","Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with Major CC",15,28,"Yes","30%",0,3416,0,0,3128,187,938
"DZ21F","Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with Intermediate CC",22,22,"Yes","30%",0,2632,0,0,2632,187,789
"DZ21G","Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, without CC",6,18,"Yes","30%",0,1524,0,0,2047,187,614
"DZ21H","Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with Major CC",29,23,"Yes","30%",0,3687,0,0,2768,187,831
"DZ21J","Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with Intermediate CC",23,16,"Yes","30%",0,3254,0,0,2116,187,635
"DZ21K","Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, without CC",16,12,"Yes","30%",0,2401,0,0,1565,187,470
"DZ22A","Unspecified Acute Lower Respiratory Infection with Major CC",40,27,"Yes","30%",0,3340,0,0,2579,187,774
"DZ22B","Unspecified Acute Lower Respiratory Infection with Intermediate CC",26,14,"Yes","30%",0,2790,0,0,1749,187,525
"DZ22C","Unspecified Acute Lower Respiratory Infection without CC",5,5,"No","-",0,568,0,0,456,187,0
"DZ23A","Bronchopneumonia with Major CC",47,31,"Yes","30%",0,4187,0,0,3119,187,936
"DZ23B","Bronchopneumonia with Intermediate CC",39,20,"Yes","30%",0,2963,0,0,2189,187,657
"DZ23C","Bronchopneumonia without CC",14,9,"Yes","40%",0,1615,0,0,1291,187,517
"DZ24A","Inhalation Lung Injury or Foreign Body, with Major CC",42,42,"Yes","30%",0,3985,0,0,3985,187,1195
"DZ24B","Inhalation Lung Injury or Foreign Body, with Intermediate CC",17,31,"Yes","30%",0,2827,0,0,2948,187,884
"DZ24C","Inhalation Lung Injury or Foreign Body, without CC",14,11,"Yes","30%",0,1464,0,0,1816,187,544
"DZ25A","Fibrosis or Pneumoconiosis, with CC",5,27,"Yes","30%",0,1281,0,0,2652,187,795
"DZ25B","Fibrosis or Pneumoconiosis, without CC",5,12,"Yes","40%",0,938,0,0,1507,187,603
"DZ26A","Pneumothorax or Intrathoracic Injuries, with CC",14,22,"Yes","30%",0,1950,0,0,2485,187,746
"DZ26B","Pneumothorax or Intrathoracic Injuries, without CC",8,9,"Yes","40%",0,987,0,0,1416,187,566
"DZ27A","Respiratory Failure with Intubation, with Major CC",38,38,"Yes","30%",0,3763,0,0,3763,187,1129
"DZ27B","Respiratory Failure with Intubation, with Intermediate CC",18,18,"Yes","30%",0,2327,0,0,2327,187,698
"DZ27C","Respiratory Failure with Intubation, without CC",26,26,"Yes","30%",0,724,0,0,724,187,217
"DZ27D","Respiratory Failure without Intubation, with Major CC",5,34,"Yes","30%",0,893,0,0,3260,187,978
"DZ27E","Respiratory Failure without Intubation, with Intermediate CC",5,22,"Yes","30%",0,667,0,0,2351,187,705
"DZ27F","Respiratory Failure without Intubation, without CC",5,11,"Yes","40%",0,657,0,0,1556,187,622
"DZ28Z","Pleurisy",5,5,"Yes","100%",0,454,0,0,454,187,454
"DZ29A","Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC",5,25,"Yes","30%",0,637,0,0,2955,187,886
"DZ29B","Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without CC",5,13,"Yes","40%",0,486,0,0,1555,187,622
"DZ30Z","Chest Physiotherapy",5,5,"No","-",0,311,0,0,368,187,0
"DZ31Z","Complex Lung Function Exercise Testing",5,5,"No","-",186,186,0,0,186,187,0
"DZ32Z","Simple Lung Function Exercise Testing",5,5,"No","-",165,165,0,0,165,187,0
"DZ37A","Non-Invasive Ventilation Support Assessment, 19 years and over",5,13,"No","-",217,227,0,0,663,187,0
"DZ37B","Non-Invasive Ventilation Support Assessment, 18 years and under",5,5,"No","-",0,1144,0,0,1144,327,0
"DZ42Z","TB Nurse Support",5,5,"No","-",140,147,0,0,301,187,0
"DZ50Z","Respiratory Sleep Study",5,5,"No","-",467,0,467,519,519,187,0
"DZ51Z","Complex Tuberculosis",126,103,"Yes","30%",0,15889,0,0,14157,187,4247
"DZ52Z","Full Pulmonary Function Testing",5,5,"No","-",172,172,0,0,172,187,0
"DZ54Z","Complex Bronchoscopy",11,11,"Yes","30%",0,2187,0,0,3085,178,926
"EA03Z","Pace 1: Single Chamber or Implantable Diagnostic Device",5,26,"No","-",0,2135,0,0,3701,204,0
"EA05Z","Pace 2: Dual Chamber",5,26,"No","-",0,3031,0,0,3972,204,0
"EA07Z","Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy",5,37,"No","-",0,7580,0,0,11830,264,0
"EA09Z","Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion",5,42,"No","-",0,4633,0,0,8509,204,0
"EA10Z","Percutaneous Interventions: Balloon Valve Intermediate Interventions and Arterial Duct Closure",9,55,"No","-",0,3735,0,0,7275,204,0
"EA11Z","Percutaneous Interventions: Other including Septostomy, Embolisations, Non-Coronary Stents and Energy Moderated Perforation",5,26,"No","-",0,1251,0,0,3264,204,0
"EA12Z","Implantation of Cardioverter; Defibrillator only",5,37,"No","-",0,4700,0,0,6260,204,0
"EA14Z","Coronary Artery Bypass Graft (First Time)",14,36,"No","-",0,6860,0,0,8211,204,0
"EA16Z","Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA",16,36,"No","-",0,8277,0,0,9668,204,0
"EA17Z","Single Cardiac Valve Procedures",17,55,"No","-",0,8774,0,0,10821,204,0
"EA19Z","Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA",20,53,"No","-",0,9979,0,0,12268,204,0
"EA20Z","Other Complex Cardiac Surgery and Re-do's",25,54,"No","-",0,9217,0,0,11115,204,0
"EA22Z","Other Complex Cardiac Surgery with Percutaneous Coronary Intervention, Pacing, EP or RFA",25,52,"No","-",0,13969,0,0,14734,204,0
"EA23Z","Major Complex Congenital Surgery",35,77,"No","-",0,12158,0,0,16056,264,0
"EA24Z","Complex Congenital Surgery",19,44,"No","-",0,8136,0,0,12987,264,0
"EA25Z","Intermediate Congenital Surgery",19,44,"No","-",0,8136,0,0,11454,264,0
"EA26Z","Standard Congenital Surgery",14,14,"No","-",0,4255,0,0,4255,264,0
"EA29Z","Percutaneous Complex Ablation, including for Atrial Fibrillation or Ventricular Tachycardia",5,28,"No","-",0,3264,0,0,6224,204,0
"EA31Z","Percutaneous Coronary Intervention, 0 to 2 Stents",5,10,"No","-",0,2554,0,0,3456,204,0
"EA35Z","Other Percutaneous Interventions",5,17,"No","-",0,1948,0,0,3159,204,0
"EA36A","Catheter, 19 years and over",5,20,"No","-",0,1173,0,0,2836,204,0
"EA36B","Catheter, 18 years and under",5,20,"No","-",0,3132,0,0,6052,264,0
"EA39Z","Pacemaker Procedure without Generator Implant, including Re-siting and Removal of Cardiac Pacemaker System",5,31,"No","-",0,2357,0,0,4437,204,0
"EA40Z","Other Non-Complex Cardiac Surgery",19,34,"No","-",0,4004,0,0,7163,204,0
"EA44Z","Minor Cardiac Procedures",5,27,"No","-",134,1078,0,0,3129,204,0
"EA45Z","Complex Echocardiogram, including Congenital, Transoesophageal and Fetal Echocardiography",5,5,"No","-",277,277,0,0,272,264,0
"EA47Z","Electrocardiogram Monitoring and Stress Testing",5,5,"No","-",163,163,0,0,527,204,0
"EA48Z","Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA",5,26,"No","-",0,2666,0,0,5458,204,0
"EA49Z","Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire",5,12,"No","-",0,3039,0,0,4135,204,0
"EA51Z","Coronary Artery Bypass Graft, with Valve Replacement or Repair",27,52,"No","-",0,9249,0,0,11375,204,0
"EA52Z","Repair or Replacement of more than one Heart Valve",33,71,"No","-",0,10581,0,0,14009,204,0
"EA53Z","Transcatheter Aortic Valve Implantation (TAVI)",17,55,"No","-",0,8102,0,0,11122,204,0
"EA54Z","Percutaneous Standard Ablation",5,20,"No","-",0,1439,0,0,4344,204,0
"EA55Z","Percutaneous Diagnostic Electrophysiology Studies",5,17,"No","-",0,851,0,0,3486,204,0
"EA56Z","Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D)",5,35,"No","-",0,6201,0,0,13962,204,0
"EB01Z","Non-Interventional Acquired Cardiac Conditions",5,5,"No","-",0,933,0,0,544,204,0
"EB02Z","Endocarditis",35,75,"Yes","30%",0,2555,0,0,6143,204,1843
"EB03H","Heart Failure or Shock, with CC",43,40,"Yes","30%",0,4065,0,0,3270,204,1038
"EB03I","Heart Failure or Shock, without CC",18,21,"Yes","30%",0,1573,0,0,2039,204,647
"EB04H","Hypertension with CC",131,32,"Yes","30%",0,1003,0,0,2985,204,896
"EB04I","Hypertension without CC",5,16,"Yes","30%",0,550,0,0,1863,204,559
"EB05Z","Cardiac Arrest",28,13,"Yes","30%",0,2092,0,0,1817,204,545
"EB06Z","Cardiac Valve Disorders",10,30,"Yes","30%",0,1564,0,0,2765,204,830
"EB07H","Arrhythmia or Conduction Disorders, with CC",5,21,"No","-",0,1017,0,0,1717,204,0
"EB07I","Arrhythmia or Conduction Disorders, without CC",5,5,"No","-",0,672,0,0,625,204,0
"EB08H","Syncope or Collapse, with CC",23,21,"Yes","30%",0,1281,0,0,1986,204,596
"EB08I","Syncope or Collapse, without CC",5,5,"No","-",0,507,0,0,529,204,0
"EB09Z","Non-Interventional Congenital Cardiac Conditions",5,16,"Yes","30%",0,953,0,0,2530,264,759
"EB10Z","Actual or Suspected Myocardial Infarction",24,18,"Yes","30%",0,3722,0,0,3180,204,954
"FZ12D","Major General Abdominal Procedures, 19 years and over with Major CC",24,47,"No","-",0,4405,0,0,6068,209,0
"FZ12E","Major General Abdominal Procedures, 19 years and over with Intermediate CC",10,27,"No","-",0,2372,0,0,3740,209,0
"FZ12F","Major General Abdominal Procedures, 19 years and over without CC",5,17,"No","-",0,1884,0,0,3061,209,0
"FZ12H","Major General Abdominal Procedures, between 2 and 18 years with CC",17,25,"No","-",0,5133,0,0,7072,268,0
"FZ12I","Major General Abdominal Procedures, between 2 and 18 years without CC",8,16,"No","-",0,2662,0,0,3413,268,0
"FZ12J","Major General Abdominal Procedures, 1 year and under with Major CC",40,73,"No","-",0,8896,0,0,12257,268,0
"FZ12K","Major General Abdominal Procedures, 1 year and under without Major CC",10,56,"No","-",0,3122,0,0,7545,268,0
"FZ13C","Minor Therapeutic or Diagnostic General Abdominal Procedures, 19 years and over",5,5,"No","-",0,858,0,0,762,209,0
"FZ13D","Minor Therapeutic or Diagnostic General Abdominal Procedures, 18 years and under",5,5,"No","-",0,735,0,0,939,268,0
"FZ17A","Abdominal Hernia Procedures, 19 years and over with Major CC",19,33,"No","-",0,3691,0,0,5244,209,0
"FZ17B","Abdominal Hernia Procedures, 19 years and over with Intermediate CC",9,15,"No","-",0,2437,0,0,2938,209,0
"FZ17C","Abdominal Hernia Procedures, 19 years and over without CC",5,10,"No","-",0,1813,0,0,2542,209,0
"FZ17D","Abdominal Hernia Procedures, 18 years and under",5,6,"No","-",0,1132,0,0,1968,268,0
"FZ18A","Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over with Major CC",5,31,"No","-",0,1734,0,0,3974,209,0
"FZ18B","Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over with Intermediate CC",5,9,"No","-",0,0,1254,948,2272,209,0
"FZ18C","Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over without CC",5,6,"No","-",0,0,1233,927,2009,209,0
"FZ18E","Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",5,5,"No","-",0,1112,0,0,1884,268,0
"FZ18F","Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",5,6,"No","-",0,1515,0,0,2263,268,0
"FZ19A","Herniotomy Procedures, 2 years and over",5,5,"No","-",0,1059,0,0,1694,209,0
"FZ19B","Herniotomy Procedures, 1 year and under",5,6,"No","-",0,1409,0,0,2499,268,0
"FZ20A","Appendicectomy Procedures, 19 years and over with Major CC",5,18,"No","-",0,2478,0,0,3494,209,0
"FZ20B","Appendicectomy Procedures, 19 years and over without Major CC",5,7,"No","-",0,1950,0,0,2358,209,0
"FZ20D","Appendicectomy Procedures, 18 years and under with Major CC",7,15,"No","-",0,4034,0,0,3641,268,0
"FZ20E","Appendicectomy Procedures, 18 years and under without Major CC",5,5,"No","-",0,2403,0,0,2379,268,0
"FZ21A","Major Anal Procedures, 19 years and over",5,6,"No","-",0,1076,0,0,1710,209,0
"FZ21B","Major Anal Procedures, 18 years and under",8,9,"No","-",0,2316,0,0,2288,268,0
"FZ22A","Intermediate Anal Procedures, 19 years and over",5,5,"No","-",317,927,0,0,1120,209,0
"FZ22B","Intermediate Anal Procedures, 18 years and under",5,5,"No","-",0,1022,0,0,1111,268,0
"FZ23A","Minor Anal Procedures, 19 years and over",5,5,"No","-",0,605,0,0,642,209,0
"FZ23B","Minor Anal Procedures, 18 years and under",5,5,"No","-",0,871,0,0,852,268,0
"FZ24A","Major Therapeutic Endoscopic Upper or Lower GI Tract Procedures, 19 years and over with Major CC",5,41,"No","-",0,701,0,0,2991,209,0
"FZ24B","Major Therapeutic Endoscopic Upper or Lower GI Tract Procedures, 19 years and over with Intermediate CC",5,11,"No","-",0,553,0,0,1454,209,0
"FZ24C","Major Therapeutic Endoscopic Upper or Lower GI Tract Procedures, 19 years and over without CC",5,5,"No","-",0,582,0,0,970,209,0
"FZ24E","Major Therapeutic Endoscopic Upper or Lower GI Tract Procedures, between 2 and 18 years",5,5,"No","-",0,1366,0,0,1177,268,0
"FZ24F","Major Therapeutic Endoscopic Upper or Lower GI Tract Procedures, 1 year and under",5,5,"No","-",0,1412,0,0,1483,268,0
"FZ27A","Intermediate Therapeutic General Abdominal Procedures, 19 years and over with Major CC",5,33,"No","-",0,2000,0,0,4378,209,0
"FZ27B","Intermediate Therapeutic General Abdominal Procedures, 19 years and over with Intermediate CC",5,22,"No","-",0,1705,0,0,3113,209,0
"FZ27C","Intermediate Therapeutic General Abdominal Procedures, 19 years and over without CC",5,10,"No","-",0,1356,0,0,2408,209,0
"FZ27D","Intermediate Therapeutic General Abdominal Procedures, 18 years and under",5,11,"No","-",0,1313,0,0,2532,268,0
"FZ31D","Disorders of the Oesophagus, with length of stay 2 days or more, with Major CC",34,40,"No","-",0,3832,0,0,3834,209,0
"FZ31E","Disorders of the Oesophagus, with length of stay 2 days or more, without Major CC",12,16,"No","-",0,2052,0,0,2077,209,0
"FZ31F","Disorders of the Oesophagus, with length of stay 1 day or less",5,5,"Yes","100%",0,386,0,0,395,209,395
"FZ33C","Small Intestinal Disorders, excluding Inflammatory Bowel Disease, with length of stay 2 days or more, with CC",20,32,"No","-",0,3138,0,0,3562,209,0
"FZ33D","Small Intestinal Disorders, excluding Inflammatory Bowel Disease, with length of stay 2 days or more, without CC",15,16,"No","-",0,2340,0,0,2045,209,0
"FZ33E","Small Intestinal Disorders, excluding Inflammatory Bowel Disease, with length of stay 1 day or less",5,5,"Yes","100%",0,312,0,0,539,209,539
"FZ36D","Intestinal Infectious Disorders, with length of stay 2 days or more, with Major CC",39,39,"No","-",0,3686,0,0,3686,209,0
"FZ36E","Intestinal Infectious Disorders, with length of stay 2 days or more, without Major CC",26,13,"No","-",0,3017,0,0,1765,209,0
"FZ36F","Intestinal Infectious Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,342,0,0,436,209,436
"FZ37F","Inflammatory Bowel Disease, with length of stay 1 day or less",5,5,"Yes","100%",0,315,0,0,426,209,426
"FZ37G","Inflammatory Bowel Disease, with length of stay 2 days or more, with Interventions, with Major CC",22,45,"No","-",0,3725,0,0,4639,209,0
"FZ37H","Inflammatory Bowel Disease, with length of stay 2 days or more, without Interventions, with Major CC",18,21,"No","-",0,2538,0,0,2174,209,0
"FZ37I","Inflammatory Bowel Disease, with length of stay 2 days or more, with Interventions, without Major CC",15,22,"No","-",0,2361,0,0,2801,209,0
"FZ37J","Inflammatory Bowel Disease, with length of stay 2 days or more, without Interventions, without Major CC",13,12,"No","-",0,1803,0,0,1518,209,0
"FZ38D","Gastrointestinal Bleed, with length of stay 2 days or more, with Major CC",27,27,"No","-",0,2983,0,0,2983,209,0
"FZ38E","Gastrointestinal Bleed, with length of stay 2 days or more, without Major CC",12,12,"No","-",0,1719,0,0,1719,209,0
"FZ38F","Gastrointestinal Bleed, with length of stay 1 day or less",5,5,"Yes","100%",0,328,0,0,438,209,438
"FZ39D","Hernia Disorders, with length of stay 2 days or more, with Major CC",31,32,"No","-",0,2978,0,0,3254,209,0
"FZ39E","Hernia Disorders, with length of stay 2 days or more, without Major CC",12,12,"No","-",0,2074,0,0,1647,209,0
"FZ39F","Hernia Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,559,0,0,425,209,425
"FZ40A","Appendix Disorders, with length of stay 2 days or more",7,13,"No","-",0,1741,0,0,1839,209,0
"FZ40B","Appendix Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,373,0,0,603,209,603
"FZ41D","Anal Disorders, with length of stay 2 days or more, with Major CC",22,28,"No","-",0,3101,0,0,2880,209,0
"FZ41E","Anal Disorders, with length of stay 2 days or more, without Major CC",10,10,"No","-",0,1869,0,0,1565,209,0
"FZ41F","Anal Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,349,0,0,389,209,389
"FZ42A","Wireless Capsule Endoscopy, 19 years and over",5,5,"No","-",914,914,0,0,914,209,0
"FZ42B","Wireless Capsule Endoscopy, 18 years and under",5,5,"No","-",914,914,0,0,914,268,0
"FZ43A","Non-Malignant Stomach or Duodenum Disorders, with length of stay 2 days or more, with Major CC",26,28,"No","-",0,3544,0,0,2918,209,0
"FZ43B","Non-Malignant Stomach or Duodenum Disorders, with length of stay 2 days or more, without Major CC",12,12,"No","-",0,2084,0,0,1734,209,0
"FZ43C","Non-Malignant Stomach or Duodenum Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,368,0,0,393,209,393
"FZ44A","Malignant Stomach or Duodenum Disorders, with length of stay 2 days or more, with Major CC",26,35,"No","-",0,3313,0,0,3638,209,0
"FZ44B","Malignant Stomach or Duodenum Disorders, with length of stay 2 days or more, without Major CC",10,18,"No","-",0,1883,0,0,2486,209,0
"FZ44C","Malignant Stomach or Duodenum Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,439,0,0,527,209,527
"FZ45A","Non-Malignant Large Intestinal Disorders, with length of stay 2 days or more, with Major CC",17,28,"No","-",0,2835,0,0,2851,209,0
"FZ45B","Non-Malignant Large Intestinal Disorders, with length of stay 2 days or more, without Major CC",7,12,"No","-",0,2048,0,0,1634,209,0
"FZ45C","Non-Malignant Large Intestinal Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,383,0,0,431,209,431
"FZ46A","Malignant Large Intestinal Disorders, with length of stay 2 days or more, with Major CC",27,38,"No","-",0,3135,0,0,3875,209,0
"FZ46B","Malignant Large Intestinal Disorders, with length of stay 2 days or more, without Major CC",7,21,"No","-",0,1617,0,0,2527,209,0
"FZ46C","Malignant Large Intestinal Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,345,0,0,554,209,554
"FZ47A","Non-Malignant General Abdominal Disorders, with length of stay 2 days or more, with Major CC",23,26,"No","-",0,3256,0,0,2788,209,0
"FZ47B","Non-Malignant General Abdominal Disorders, with length of stay 2 days or more, without Major CC",10,10,"No","-",0,1864,0,0,687,209,0
"FZ47C","Non-Malignant General Abdominal Disorders, with length of stay 1 day or less",5,5,"No","-",0,398,0,0,687,209,0
"FZ48A","Malignant General Abdominal Disorders, with length of stay 2 days or more, with Major CC",16,32,"No","-",0,2410,0,0,3463,209,0
"FZ48B","Malignant General Abdominal Disorders, with length of stay 2 days or more, without Major CC",7,17,"No","-",0,1606,0,0,2060,209,0
"FZ48C","Malignant General Abdominal Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,366,0,0,477,209,477
"FZ49A","Nutritional Disorders, with length of stay 2 days or more, with Major CC",47,49,"No","-",0,3809,0,0,3991,209,0
"FZ49B","Nutritional Disorders, with length of stay 2 days or more, without Major CC",20,27,"No","-",0,2440,0,0,2642,209,0
"FZ49C","Nutritional Disorders, with length of stay 1 day or less",5,5,"Yes","100%",0,319,0,0,455,209,455
"FZ50Z","Intermediate Large Intestine Procedures, 19 years and over",5,5,"No","-",399,399,0,0,703,209,0
"FZ51Z","Diagnostic Colonoscopy, 19 years and over",5,5,"No","-",441,441,0,0,684,209,0
"FZ52Z","Diagnostic Colonoscopy with Biopsy, 19 years and over",5,5,"No","-",474,474,0,0,782,209,0
"FZ53Z","Therapeutic Colonoscopy, 19 years and over",5,5,"No","-",0,478,0,0,818,209,0
"FZ54Z","Diagnostic Flexible Sigmoidoscopy, 19 years and over",5,5,"No","-",344,344,0,0,579,209,0
"FZ55Z","Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",5,5,"No","-",391,391,0,0,609,209,0
"FZ56Z","Therapeutic Flexible Sigmoidoscopy, 19 years and over",5,5,"No","-",0,431,0,0,683,209,0
"FZ57Z","Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",5,5,"No","-",168,168,0,0,564,209,0
"FZ58A","Endoscopic or Intermediate, Lower GI Tract Procedures, between 2 and 18 years",5,5,"No","-",0,718,0,0,811,268,0
"FZ58B","Endoscopic or Intermediate, Lower GI Tract Procedures, 1 year and under",5,5,"No","-",0,870,0,0,1288,268,0
"FZ59Z","Intermediate Upper GI Tract Procedures, 19 years and over",5,5,"No","-",243,243,0,0,504,209,0
"FZ60Z","Diagnostic Endoscopic Upper GI Tract Procedures, 19 years and over",5,5,"No","-",357,357,0,0,767,209,0
"FZ61Z","Diagnostic Endoscopic Upper GI Tract Procedures with Biopsy, 19 years and over",5,5,"No","-",375,375,0,0,778,209,0
"FZ62A","Endoscopic or Intermediate, Upper GI Tract Procedures, between 2 and 18 years",5,5,"No","-",0,864,0,0,893,268,0
"FZ62B","Endoscopic or Intermediate, Upper GI Tract Procedures, 1 year and under",5,5,"No","-",0,985,0,0,843,268,0
"FZ63Z","Combined Upper and Lower GI Tract Diagnostic Endoscopic Procedures",5,5,"No","-",0,513,0,0,694,209,0
"FZ64A","Combined Upper and Lower GI Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",5,5,"No","-",0,508,0,0,653,209,0
"FZ64B","Combined Upper and Lower GI Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",5,5,"No","-",0,1429,0,0,1420,268,0
"FZ65Z","Combined Upper and Lower GI Tract Therapeutic Endoscopic Procedures",5,11,"No","-",0,535,0,0,613,209,0
"FZ66A","Very Major Small Intestine Procedures, 19 years and over with CC",30,54,"No","-",0,6440,0,0,7536,209,0
"FZ66B","Very Major Small Intestine Procedures, 19 years and over without CC",12,23,"No","-",0,4007,0,0,4504,209,0
"FZ67A","Major Small Intestine Procedures, 19 years and over with CC",16,53,"No","-",0,3796,0,0,6669,209,0
"FZ67B","Major Small Intestine Procedures, 19 years and over without CC",12,22,"No","-",0,2959,0,0,3876,209,0
"FZ68C","Very Major or Major Small Intestine Procedures, between 2 and 18 years with CC",27,35,"No","-",0,7333,0,0,7460,268,0
"FZ68D","Very Major or Major Small Intestine Procedures, between 2 and 18 years without CC",12,13,"No","-",0,3533,0,0,4076,268,0
"FZ68E","Very Major or Major Small Intestine Procedures, 1 year and under with CC",28,140,"No","-",0,10903,0,0,13089,268,0
"FZ68F","Very Major or Major Small Intestine Procedures, 1 year and under without CC",14,32,"No","-",0,6012,0,0,6010,268,0
"FZ69A","Complex Small Intestine Procedures, 19 years and over",67,113,"No","-",0,9950,0,0,12924,209,0
"FZ69B","Complex Small Intestine Procedures, 18 years and under",96,219,"No","-",0,17841,0,0,20790,268,0
"FZ70Z","Therapeutic Endoscopic Upper GI Tract Procedures, 19 years and over",5,5,"No","-",0,449,0,0,707,209,0
"FZ71A","Endoscopic Insertion of Luminal Stent into GI Tract, with length of stay 2 days or more, with Major CC",32,53,"No","-",0,4695,0,0,6088,209,0
"FZ71B","Endoscopic Insertion of Luminal Stent into GI Tract, with length of stay 2 days or more, without Major CC",12,24,"No","-",0,2540,0,0,3588,209,0
"FZ71C","Endoscopic Insertion of Luminal Stent into GI Tract, with length of stay 1 day or less",5,5,"No","-",0,790,0,0,833,209,0
"FZ72Z","Insertion of Spinal Cord Stimulator for Treatment of Faecal Incontinence",5,5,"No","-",0,1465,0,0,1465,209,0
"FZ73A","Very Complex Large Intestine Procedures with Major CC",66,94,"No","-",0,11339,0,0,12279,209,0
"FZ73B","Very Complex Large Intestine Procedures without Major CC",24,38,"No","-",0,6893,0,0,7632,209,0
"FZ74A","Complex Large Intestine Procedures, 19 years and over with Major CC",37,62,"No","-",0,7719,0,0,8433,209,0
"FZ74B","Complex Large Intestine Procedures, 19 years and over without Major CC",15,33,"No","-",0,5385,0,0,5863,209,0
"FZ75A","Proximal Colon Procedures, 19 years and over with Major CC",24,47,"No","-",0,5760,0,0,7080,209,0
"FZ75B","Proximal Colon Procedures, 19 years and over without Major CC",14,22,"No","-",0,4449,0,0,5142,209,0
"FZ76A","Distal Colon Procedures, 19 years and over with Major CC",23,48,"No","-",0,5786,0,0,7613,209,0
"FZ76B","Distal Colon Procedures, 19 years and over without Major CC",13,25,"No","-",0,4177,0,0,5307,209,0
"FZ77A","Major Large Intestine Procedures, 19 years and over with Major CC",17,47,"No","-",0,4029,0,0,5950,209,0
"FZ77B","Major Large Intestine Procedures, 19 years and over without Major CC",9,26,"No","-",0,2595,0,0,4051,209,0
"FZ78A","Complex or Major Large Intestine Procedures, between 2 and 18 years with CC",18,51,"No","-",0,6660,0,0,9587,268,0
"FZ78B","Complex or Major Large Intestine Procedures, between 2 and 18 years without CC",13,22,"No","-",0,4605,0,0,5416,268,0
"FZ78C","Complex or Major Large Intestine Procedures, 1 year and under with CC",13,83,"No","-",0,6442,0,0,12110,268,0
"FZ78D","Complex or Major Large Intestine Procedures, 1 year and under without CC",11,23,"No","-",0,4246,0,0,5442,268,0
"FZ79A","Complex General Abdominal Procedures with Major CC",67,79,"No","-",0,10078,0,0,10356,209,0
"FZ79B","Complex General Abdominal Procedures without Major CC",12,42,"No","-",0,4367,0,0,6069,209,0
"FZ80A","Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with Major CC",60,101,"No","-",0,12223,0,0,12840,209,0
"FZ80B","Very Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over without Major CC",23,54,"No","-",0,7881,0,0,8030,209,0
"FZ81A","Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over with Major CC",41,68,"No","-",0,8600,0,0,8987,209,0
"FZ81B","Complex Oesophageal, Stomach or Duodenum Procedures, 19 years and over without Major CC",22,36,"No","-",0,4949,0,0,5797,209,0
